蔬菜 產品日交易行情,,,,,,,,,,
交易日期：,113/07/01 ~ 113/07/31 (農曆:113/05/26 ~ 113/06/26),,,,,,,,,
市　　場：,全部市場,,,,,,,,,
產　　品：,全部產品,,,,,,,,,
日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
113/07/02,104 台北二,FK3 甜椒 新香 ,60.0 ,29.1 ,10.0 ,31.5 , + 49,61 , + 49,1921.5
113/07/02,104 台北二,FK4 甜椒 彩色種 ,80.8 ,48.1 ,20.3 ,49.1 , - 23,"2,952 ", + 45,144943.2
113/07/02,104 台北二,FK5 甜椒 青椒 ,119.0 ,64.7 ,38.8 ,70.4 , -  6,"2,096 ", + 60,147558.4
113/07/02,104 台北二,FK6 甜椒 水果彩椒 ,146.9 ,102.0 ,32.0 ,97.0 , +  6,435 , -  3,42195
113/07/02,104 台北二,FL2 豌豆 紅花 ,130.0 ,130.0 ,130.0 ,130.0 ,    0,100 , -  7,13000
113/07/02,104 台北二,FL6 豌豆 甜豌豆 ,140.0 ,140.0 ,140.0 ,140.0 ,    0,220 , - 21,30800
113/07/02,104 台北二,FL9 豌豆 進口 ,78.3 ,52.8 ,27.4 ,52.8 , - 21,680 , + 85,35904
113/07/02,104 台北二,FM2 菜豆 青色 ,75.4 ,44.3 ,23.3 ,46.4 , +  9,"2,253 ", +  2,104539.2
113/07/02,104 台北二,FM3 菜豆 紅色 ,45.0 ,36.5 ,30.0 ,36.9 , - 43,39 , +160,1439.1
113/07/02,104 台北二,FN1 敏豆 白豆 ,181.6 ,90.4 ,30.6 ,96.7 , -  3,"3,455 ", + 36,334098.5
113/07/02,104 台北二,FN4 敏豆 翼豆 ,185.0 ,185.0 ,185.0 ,185.0 ,  -  ,6 ,  -  ,1110
113/07/02,104 台北二,FN5 敏豆 醜豆 ,118.5 ,85.2 ,63.7 ,87.6 , + 14,222 , - 57,19447.2
113/07/02,104 台北二,FQ1 毛豆 豆莢 ,49.2 ,45.0 ,45.0 ,45.8 , - 29,106 , - 45,4854.8
113/07/02,104 台北二,FQ2 毛豆 豆仁 ,161.7 ,98.1 ,82.1 ,107.6 , - 12,427 , +  2,45945.2
113/07/02,104 台北二,FR9 青花苔 進口 ,80.1 ,72.2 ,34.4 ,66.2 , + 12,"5,025 ", - 24,332655
113/07/02,104 台北二,FS1 越瓜 青色 ,15.0 ,15.0 ,15.0 ,15.0 ,    0,19 , - 67,285
113/07/02,104 台北二,FS2 越瓜 白色 ,40.0 ,40.0 ,40.0 ,40.0 ,    0,60 , +200,2400
113/07/02,104 台北二,FT0 南瓜 其他 ,27.3 ,19.6 ,16.0 ,20.4 , -  6,255 , + 42,5202
113/07/02,104 台北二,FT1 南瓜 木瓜形 ,32.1 ,24.5 ,14.3 ,24.0 , + 10,"3,448 ", + 69,82752
113/07/02,104 台北二,FT2 南瓜 圓形 ,34.7 ,20.4 ,15.0 ,22.2 , - 17,971 , + 70,21556.2
113/07/02,104 台北二,FT5 南瓜 青如意 ,95.4 ,50.7 ,23.8 ,54.2 , +  2,"3,257 ", + 10,176529.4
113/07/02,104 台北二,FT7 南瓜 栗子 ,55.0 ,55.0 ,55.0 ,55.0 , + 45,40 , - 95,2200
113/07/02,104 台北二,FT9 南瓜 進口 ,41.6 ,27.2 ,20.3 ,28.7 , -  7,"1,381 ", + 63,39634.7
113/07/02,104 台北二,FU1 隼人瓜  ,20.5 ,14.3 ,11.0 ,14.9 , +  1,947 , + 79,14110.3
113/07/02,104 台北二,FU2 隼人瓜 瓜苗 ,77.4 ,68.0 ,58.9 ,68.0 , +  1,"2,664 ", +  0,181152
113/07/02,104 台北二,FU3 石蓮花  ,40.0 ,40.0 ,40.0 ,40.0 ,  -  ,18 ,  -  ,720
113/07/02,104 台北二,FV0 辣椒 其他 ,110.0 ,81.1 ,80.0 ,86.7 , - 13,9 , +125,780.3
113/07/02,104 台北二,FV1 辣椒 紅小 ,111.4 ,49.5 ,14.0 ,54.8 , -  4,860 , -  1,47128
113/07/02,104 台北二,FV2 辣椒 青小 ,36.1 ,27.1 ,13.2 ,26.1 , - 19,182 , + 23,4750.2
113/07/02,104 台北二,FV4 辣椒 朝天椒 ,61.1 ,51.9 ,36.6 ,50.7 , + 23,762 , - 29,38633.4
113/07/02,104 台北二,FV6 辣椒 糯米椒 ,91.3 ,62.7 ,37.7 ,63.4 , - 12,216 ,    0,13694.4
113/07/02,104 台北二,FV9 辣椒 進口 ,10.0 ,10.0 ,10.0 ,10.0 , - 10,490 , +100,4900
113/07/02,104 台北二,FY0 玉米 其他 ,40.0 ,40.0 ,40.0 ,40.0 , +145,80 , - 41,3200
113/07/02,104 台北二,FY4 玉米 玉米筍 ,28.8 ,15.7 ,8.2 ,16.8 , - 10,"2,597 ", + 61,43629.6
113/07/02,104 台北二,FY5 玉米 糯米黑 ,36.4 ,17.1 ,10.6 ,19.7 , + 40,"1,818 ", - 73,35814.6
113/07/02,104 台北二,FY6 玉米 甜軟殼 ,28.0 ,21.7 ,11.3 ,20.9 , -  3,545 , - 71,11390.5
113/07/02,104 台北二,FY8 玉米 白龍王 ,99.0 ,75.8 ,40.6 ,73.4 , + 99,250 , - 63,18350
113/07/02,104 台北二,FY9 玉米 進口 ,149.9 ,109.8 ,81.8 ,112.2 , + 13,"1,056 ", - 11,118483.2
113/07/02,104 台北二,FZ1 落花生 生 ,58.6 ,52.7 ,50.0 ,53.3 , - 14,169 , - 34,9007.7
113/07/02,104 台北二,FZ2 落花生 熟 ,100.0 ,100.0 ,100.0 ,100.0 ,  -  ,72 ,  -  ,7200
113/07/02,104 台北二,LA1 甘藍 初秋 ,47.1 ,40.7 ,34.7 ,40.8 , + 27,"22,856 ", - 31,932524.8
113/07/02,104 台北二,LA2 甘藍 改良種 ,38.1 ,34.5 ,24.5 ,33.2 , + 19,"26,045 ", - 19,864694
113/07/02,104 台北二,LA4 甘藍 紫色 ,9.6 ,8.5 ,8.0 ,8.6 , - 32,309 , +424,2657.4
113/07/02,104 台北二,LA9 甘藍 進口 ,28.0 ,25.3 ,18.4 ,24.4 , +  8,"6,720 ", - 31,163968
113/07/02,104 台北二,LB1 小白菜 土白菜 ,30.1 ,22.9 ,6.0 ,21.0 , +  8,"1,450 ", + 37,30450
113/07/02,104 台北二,LB2 小白菜 蚵仔白 ,41.7 ,25.1 ,11.5 ,25.7 , + 74,"9,305 ", - 32,239138.5
113/07/02,104 台北二,LB3 小白菜 奶油白 ,50.0 ,43.3 ,23.5 ,40.7 , + 52,349 , + 89,14204.3
113/07/02,104 台北二,LB8 小白菜 水耕 ,63.0 ,50.0 ,34.2 ,49.5 , + 27,195 , - 30,9652.5
113/07/02,104 台北二,LC0 包心白 其他 ,108.0 ,85.9 ,49.9 ,83.1 , +  8,899 , + 15,74706.9
113/07/02,104 台北二,LC1 包心白 包白 ,21.4 ,12.8 ,7.3 ,13.4 , + 46,"10,265 ", - 13,137551
113/07/02,104 台北二,LC9 包心白 進口 ,31.2 ,26.0 ,20.1 ,25.8 , + 21,"6,630 ", + 62,171054
113/07/02,104 台北二,LD1 青江白菜 小梗 ,48.9 ,29.5 ,9.7 ,29.4 , + 56,"5,779 ", - 27,169902.6
113/07/02,104 台北二,LE1 皇宮菜 小葉 ,68.6 ,33.5 ,19.6 ,37.7 , -  4,"1,517 ", + 28,57190.9
113/07/02,104 台北二,LE2 皇宮菜 大葉 ,40.8 ,18.5 ,10.0 ,21.3 , - 23,287 , + 97,6113.1
113/07/02,104 台北二,LF2 蕹菜 小葉 ,38.3 ,26.4 ,18.3 ,27.2 , - 12,"10,129 ", + 32,275508.8
113/07/02,104 台北二,LF3 蕹菜 水蕹菜 ,85.0 ,85.0 ,45.0 ,77.0 , -  9,500 , + 11,38500
113/07/02,104 台北二,LG2 芹菜 白梗 ,76.9 ,59.8 ,24.4 ,56.1 , + 29,"2,004 ", - 20,112424.4
113/07/02,104 台北二,LG4 芹菜 山芹菜 ,120.0 ,120.0 ,120.0 ,120.0 ,  -  ,30 ,  -  ,3600
113/07/02,104 台北二,LG9 芹菜 進口 ,58.8 ,44.5 ,26.2 ,43.7 , + 61,595 , -  1,26001.5
113/07/02,104 台北二,LH2 菠菜 角葉 ,110.0 ,108.8 ,105.0 ,108.3 , - 16,147 , - 38,15920.1
113/07/02,104 台北二,LI0 萵苣菜 其他 ,146.2 ,128.9 ,65.2 ,119.6 , + 36,402 , + 34,48079.2
113/07/02,104 台北二,LI1 萵苣菜 廣東菜 ,45.0 ,45.0 ,45.0 ,45.0 , +121,70 , - 61,3150
113/07/02,104 台北二,LI3 萵苣菜 本島圓葉 ,46.6 ,22.8 ,8.6 ,24.7 , + 15,"3,231 ", +  2,79805.7
113/07/02,104 台北二,LI5 萵苣菜 油麥菜 ,30.0 ,15.6 ,8.0 ,16.9 , + 71,"10,202 ", - 31,172413.8
113/07/02,104 台北二,LI6 萵苣菜 蘿美 ,120.0 ,100.0 ,100.0 ,104.0 , - 13,100 , +  4,10400
113/07/02,104 台北二,LI7 萵苣菜 紅捲綠捲 ,280.0 ,216.7 ,120.0 ,210.0 , -  7,36 , +140,7560
113/07/02,104 台北二,LI8 萵苣菜 水耕 ,98.0 ,84.8 ,67.2 ,83.9 , +  5,"1,065 ", - 11,89353.5
113/07/02,104 台北二,LI9 萵苣菜 進口 ,102.1 ,77.3 ,47.8 ,76.3 , + 29,"2,530 ", - 18,193039
113/07/02,104 台北二,LJ1 芥菜 芥菜仁 ,22.0 ,22.0 ,22.0 ,22.0 ,  -  ,40 ,  -  ,880
113/07/02,104 台北二,LJ4 芥菜 小芥菜 ,29.1 ,21.6 ,12.0 ,21.2 , + 81,605 , - 49,12826
113/07/02,104 台北二,LK2 芥藍菜  ,30.2 ,21.0 ,9.8 ,20.6 , + 44,"1,412 ", - 31,29087.2
113/07/02,104 台北二,LK3 芥藍菜 芥藍芽 ,173.4 ,65.3 ,35.7 ,81.0 , - 13,"2,128 ", + 26,172368
113/07/02,104 台北二,LM1 莧菜 紅莧菜 ,23.5 ,16.9 ,12.8 ,17.4 , -  7,"1,077 ", + 12,18739.8
113/07/02,104 台北二,LM2 莧菜 白莧菜 ,27.6 ,19.2 ,15.1 ,20.1 , + 22,"4,380 ", - 25,88038
113/07/02,104 台北二,LN1 油菜  ,27.2 ,19.0 ,8.2 ,18.5 , + 48,"3,970 ", -  8,73445
113/07/02,104 台北二,LN2 油菜 小松菜 ,30.0 ,27.1 ,25.0 ,27.3 , -  9,55 , - 27,1501.5
113/07/02,104 台北二,LO1 甘薯葉  ,64.5 ,29.2 ,11.9 ,32.8 , -  3,"8,448 ", + 15,277094.4
113/07/02,104 台北二,LP1 芫荽  ,173.4 ,108.1 ,61.7 ,111.9 , +150,639 , - 46,71504.1
113/07/02,104 台北二,LP2 九層塔  ,51.3 ,25.2 ,10.4 ,27.5 , +  7,"1,703 ", + 10,46832.5
113/07/02,104 台北二,LP3 羅勒  ,30.0 ,26.5 ,25.0 ,26.9 , - 33,16 , - 20,430.4
113/07/02,104 台北二,LQ1 紅鳳菜 紅鳳菜 ,57.6 ,28.8 ,18.9 ,32.6 , - 18,"1,137 ", +107,37066.2
113/07/02,104 台北二,LS1 茴香  ,76.0 ,76.0 ,76.0 ,76.0 ,    0,5 , - 50,380
113/07/02,104 台北二,LT2 海菜 海帶 ,50.0 ,50.0 ,50.0 ,50.0 , -  4,100 , - 23,5000
113/07/02,104 台北二,LT3 海菜 水蓮 ,116.2 ,99.9 ,95.6 ,102.3 , +  8,939 , - 10,96059.7
113/07/02,104 台北二,LV1 巴西利  ,270.0 ,232.2 ,200.0 ,233.3 , + 41,21 , -  9,4899.3
113/07/02,104 台北二,LX1 蕨菜 過貓 ,61.0 ,60.0 ,54.8 ,59.2 , - 11,153 , + 31,9057.6
113/07/02,104 台北二,LX2 蕨菜 山蘇 ,162.4 ,68.3 ,60.3 ,85.5 , - 13,125 , + 25,10687.5
113/07/02,104 台北二,LZ2 藤川七 川七葉 ,150.0 ,150.0 ,150.0 ,150.0 , +150,11 , + 10,1650
113/07/02,104 台北二,MA0 洋菇 其他 ,57.0 ,57.0 ,57.0 ,57.0 ,  -  ,20 ,  -  ,1140
113/07/02,104 台北二,MA1 洋菇  ,155.5 ,127.7 ,85.3 ,124.8 , +  2,219 , - 18,27331.2
113/07/02,104 台北二,MA2 洋菇 盒裝 ,285.0 ,273.1 ,150.0 ,250.9 , +  1,264 , -  6,66237.6
113/07/02,104 台北二,MB1 草菇  ,110.0 ,110.0 ,110.0 ,110.0 ,    0,24 , +100,2640
113/07/02,104 台北二,MC1 濕木耳  ,131.9 ,80.2 ,20.4 ,78.6 , + 16,584 , + 30,45902.4
113/07/02,104 台北二,MD1 濕香菇  ,138.0 ,84.9 ,22.0 ,82.9 , +  5,"1,268 ", -  5,105117.2
113/07/02,104 台北二,ME1 金絲菇 金針菇 ,40.3 ,21.9 ,10.0 ,23.2 , - 28,"1,492 ", + 45,34614.4
113/07/02,104 台北二,ME2 金絲菇 盒裝 ,26.9 ,24.5 ,20.2 ,24.1 , -  5,"1,174 ", + 16,28293.4
113/07/02,104 台北二,MF1 蠔菇 鮑魚菇 ,89.7 ,85.0 ,85.0 ,85.9 , + 78,48 , - 49,4123.2
113/07/02,104 台北二,MI1 秀珍菇  ,87.0 ,83.8 ,45.7 ,76.8 , -  1,210 , - 15,16128
113/07/02,104 台北二,MJ1 杏鮑菇  ,69.1 ,43.6 ,16.9 ,43.3 , + 12,"5,083 ", +  7,220093.9
113/07/02,104 台北二,MK1 鴻喜菇  ,187.6 ,73.2 ,65.0 ,94.4 , - 12,165 , + 96,15576
113/07/02,104 台北二,MK2 鴻喜菇 盒裝 ,190.0 ,184.5 ,175.0 ,183.7 , + 17,75 ,    0,13777.5
113/07/02,104 台北二,ML1 珊瑚菇  ,120.0 ,120.0 ,120.0 ,120.0 ,  -  ,2 ,  -  ,240
113/07/02,104 台北二,ML2 珊瑚菇 盒裝 ,50.0 ,50.0 ,50.0 ,50.0 , + 25,2 ,    0,100
113/07/02,104 台北二,MN1 柳松菇  ,150.0 ,118.9 ,110.0 ,123.3 , + 12,3 , - 81,369.9
113/07/02,104 台北二,MX1 其他菇類  ,150.1 ,59.0 ,34.9 ,72.4 , -  5,841 , + 17,60888.4
113/07/02,104 台北二,OA2 鹹菜 帶葉 ,35.0 ,35.0 ,35.0 ,35.0 ,    0,600 , - 19,21000
113/07/02,104 台北二,OB1 雪里紅  ,30.0 ,30.0 ,30.0 ,30.0 , - 15,240 , - 55,7200
113/07/02,104 台北二,OD1 蘿蔔乾  ,30.0 ,30.0 ,30.0 ,30.0 , - 21,40 , - 84,1200
113/07/02,104 台北二,OE2 醃瓜 漬 漬,33.0 ,33.0 ,33.0 ,33.0 , - 13,36 , + 50,1188
113/07/02,104 台北二,OG2 熟筍 箭竹筍 ,80.0 ,80.0 ,80.0 ,80.0 ,    0,100 ,    0,8000
113/07/02,104 台北二,OX1 其他  ,61.8 ,31.0 ,21.2 ,35.2 , -  1,"3,461 ", - 19,121827.2
113/07/02,104 台北二,SA3 蘿蔔 矸仔 ,6.0 ,6.0 ,6.0 ,6.0 ,  -  ,23 ,  -  ,138
113/07/02,104 台北二,SA4 蘿蔔 櫻桃 ,160.0 ,122.5 ,85.0 ,122.5 , +145,20 ,    0,2450
113/07/02,104 台北二,SA7 蘿蔔 甜菜根 ,39.6 ,24.6 ,11.9 ,25.0 , - 16,123 , - 25,3075
113/07/02,104 台北二,SA9 蘿蔔 進口 ,16.7 ,15.7 ,13.2 ,15.4 , +  7,"10,220 ", -  8,157388
113/07/02,104 台北二,SB1 胡蘿蔔 未洗 ,12.3 ,10.7 ,4.4 ,9.7 , - 12,"1,315 ", +  9,12755.5
113/07/02,104 台北二,SB2 胡蘿蔔 清洗 ,24.0 ,12.2 ,5.4 ,13.2 , + 18,"11,180 ", -  2,147576
113/07/02,104 台北二,SC1 馬鈴薯 本產 ,29.1 ,21.7 ,9.5 ,20.8 , + 18,"4,872 ", + 25,101337.6
113/07/02,104 台北二,SC9 馬鈴薯 進口 ,43.4 ,25.9 ,15.0 ,27.2 , - 31,"1,219 ", +229,33156.8
113/07/02,104 台北二,SD1 洋蔥 本產 ,21.3 ,15.3 ,10.8 ,15.6 , +  1,"8,880 ", -  1,138528
113/07/02,104 台北二,SD9 洋蔥 進口 ,44.7 ,15.4 ,11.0 ,20.4 , -  1,"1,760 ", + 19,35904
113/07/02,104 台北二,SE1 青蔥 日蔥 ,159.1 ,113.8 ,57.3 ,111.6 , + 10,816 , +  0,91065.6
113/07/02,104 台北二,SE5 青蔥 紅蔥頭 ,80.0 ,80.0 ,70.4 ,78.1 , +  5,195 , +282,15229.5
113/07/02,104 台北二,SE6 青蔥 粉蔥 ,60.7 ,48.3 ,39.6 ,49.1 , +  1,"9,714 ", +  8,476957.4
113/07/02,104 台北二,SF1 韭菜 白頭 ,68.8 ,53.8 ,28.7 ,51.8 , - 13,958 , + 50,49624.4
113/07/02,104 台北二,SF2 韭菜 韭菜黃 ,204.6 ,179.2 ,85.8 ,165.6 , +  1,197 , - 24,32623.2
113/07/02,104 台北二,SF3 韭菜 韭菜花 ,148.4 ,127.7 ,103.2 ,126.9 , -  3,219 , -  9,27791.1
113/07/02,104 台北二,SF4 韭菜 青頭 ,54.4 ,38.8 ,22.0 ,38.6 , -  3,"1,340 ", + 29,51724
113/07/02,104 台北二,SG2 大蒜 軟梗 ,127.7 ,71.5 ,45.8 ,77.6 , +  0,650 , -  7,50440
113/07/02,104 台北二,SG4 大蒜 蔥蒜 ,25.0 ,25.0 ,20.8 ,24.2 ,  -  ,120 ,  -  ,2904
113/07/02,104 台北二,SG5 大蒜 蒜頭 ,137.4 ,93.2 ,54.2 ,94.2 , + 27,83 , +102,7818.6
113/07/02,104 台北二,SG6 大蒜 蒜仁 ,115.0 ,115.0 ,115.0 ,115.0 , +  0,"1,224 ", +  9,140760
113/07/02,104 台北二,SG7 大蒜 蒜瓣 ,224.6 ,119.9 ,63.3 ,129.5 , +  2,372 , + 95,48174
113/07/02,104 台北二,SH1 竹筍 麻竹筍 ,39.4 ,37.4 ,30.8 ,36.5 , -  4,"2,954 ", -  2,107821
113/07/02,104 台北二,SH2 竹筍 綠竹筍 ,196.5 ,123.0 ,75.4 ,128.2 , - 14,"3,060 ", + 68,392292
113/07/02,104 台北二,SH5 竹筍 烏殼綠 ,48.4 ,38.2 ,21.4 ,36.8 , -  8,"6,252 ", + 23,230073.6
113/07/02,104 台北二,SH7 竹筍 去殼 ,38.0 ,22.3 ,15.0 ,24.0 , +  0,80 , - 67,1920
113/07/02,104 台北二,SJ1 芋 麵芋 ,7.0 ,7.0 ,7.0 ,7.0 ,  -  ,21 ,  -  ,147
113/07/02,104 台北二,SJ2 芋 檳榔心芋 ,74.4 ,61.9 ,44.2 ,60.9 , + 32,"1,684 ", +320,102555.6
113/07/02,104 台北二,SJ3 芋 里芋 ,70.0 ,66.7 ,55.0 ,65.0 ,  -  ,90 ,  -  ,5850
113/07/02,104 台北二,SJ4 芋 芋莖 ,10.0 ,8.2 ,8.0 ,8.5 ,  -  ,184 ,  -  ,1564
113/07/02,104 台北二,SK2 荸薺 加工 ,70.0 ,70.0 ,70.0 ,70.0 ,    0,70 , -  8,4900
113/07/02,104 台北二,SL1 豆薯  ,28.0 ,26.2 ,25.0 ,26.3 , +  1,620 , +  4,16306
113/07/02,104 台北二,SM9 牛蒡 進口 ,30.0 ,27.1 ,27.0 ,27.6 , - 11,140 , - 58,3864
113/07/02,104 台北二,SN1 蓮藕  ,65.0 ,38.8 ,12.2 ,38.7 , +  8,580 , - 21,22446
113/07/02,104 台北二,SN2 蓮藕 蓮子 ,450.0 ,450.0 ,450.0 ,450.0 ,    0,9 , + 50,4050
113/07/02,104 台北二,SO0 甘薯 其他 ,27.0 ,14.2 ,11.4 ,16.2 , + 98,875 , -  6,14175
113/07/02,104 台北二,SO1 甘薯 臺農57號 ,29.5 ,13.9 ,7.1 ,15.7 , - 17,"3,833 ", +163,60178.1
113/07/02,104 台北二,SO2 甘薯 芋仔甘薯 ,30.0 ,25.0 ,15.6 ,24.1 , +165,481 , + 32,11592.1
113/07/02,104 台北二,SO3 甘薯 臺農66號 ,12.2 ,5.9 ,5.0 ,7.0 , + 13,"8,809 ", + 35,61663
113/07/02,104 台北二,SP0 薑 其他 ,175.0 ,158.2 ,105.0 ,150.9 ,  -  ,32 ,  -  ,4828.8
113/07/02,104 台北二,SP1 薑 老薑 ,85.3 ,56.5 ,28.6 ,56.7 , -  7,"2,080 ", + 63,117936
113/07/02,104 台北二,SP2 薑 嫩薑 ,65.2 ,47.4 ,20.8 ,45.6 , +  8,"1,991 ", +  2,90789.6
113/07/02,104 台北二,SQ1 茭白筍 帶殼 ,85.1 ,70.2 ,36.8 ,66.5 , -  7,"1,580 ", +  2,105070
113/07/02,104 台北二,SQ3 茭白筍 去殼 ,218.2 ,137.6 ,94.8 ,145.2 , -  4,"1,250 ", + 17,181500
113/07/02,104 台北二,SU2 薯蕷 白薯蕷 ,49.8 ,35.7 ,26.7 ,36.7 , +  3,825 , -  6,30277.5
113/07/02,104 台北二,SU3 薯蕷 樹薯 ,22.0 ,16.6 ,15.0 ,17.3 , -  9,60 , +275,1038
113/07/02,104 台北二,SU9 薯蕷 進口 ,140.0 ,122.1 ,15.0 ,104.3 , -  3,210 , +110,21903
113/07/02,104 台北二,SV1 蘆筍 白蘆筍 ,80.0 ,75.6 ,60.0 ,73.3 , - 62,6 , - 82,439.8
113/07/02,104 台北二,SV2 蘆筍 綠蘆筍 ,363.0 ,213.2 ,131.5 ,226.8 , -  8,100 , + 82,22680
113/07/02,104 台北二,SV3 蘆筍 蘆筍花 ,165.0 ,165.0 ,165.0 ,165.0 ,  -  ,5 ,  -  ,825
113/07/02,104 台北二,SV9 蘆筍 進口 ,224.3 ,196.1 ,165.4 ,195.6 , -  3,641 , +154,125379.6
113/07/02,104 台北二,SX0 芽菜類 其他 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,42 , - 22,840
113/07/02,104 台北二,SX1 芽菜類 綠豆芽 ,12.0 ,12.0 ,12.0 ,12.0 ,    0,"2,500 ", + 19,30000
113/07/02,104 台北二,SX2 芽菜類 黃豆芽 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,330 , +  6,6600
113/07/02,104 台北二,SX3 芽菜類 豌豆芽 ,75.0 ,67.2 ,65.0 ,68.3 , +  4,109 , - 26,7444.7
113/07/02,104 台北二,SX4 芽菜類 苜蓿芽 ,50.0 ,50.0 ,50.0 ,50.0 ,    0,72 ,    0,3600
113/07/02,104 台北二,SZ7 晚香玉筍  ,120.0 ,73.3 ,50.0 ,78.0 , + 59,15 , + 36,1170
113/07/02,104 台北二,SZ8 香茅  ,64.8 ,36.0 ,29.1 ,40.4 , - 11,291 , + 25,11756.4
113/07/03,104 台北二,FA1 黃秋葵  ,77.1 ,43.3 ,19.6 ,45.3 , -  1,"2,111 ", - 36,95628.3
113/07/03,104 台北二,FB1 花椰菜 青梗 ,160.0 ,103.8 ,65.5 ,107.4 , -  0,276 , + 17,29642.4
113/07/03,104 台北二,FC1 胡瓜 黑刺 ,32.6 ,21.3 ,9.3 ,21.2 , + 18,"6,922 ", - 29,146746.4
113/07/03,104 台北二,FD0 花胡瓜 其他 ,72.8 ,44.0 ,22.0 ,45.3 , - 18,"1,163 ", +  7,52683.9
113/07/03,104 台北二,FD1 花胡瓜  ,61.0 ,38.8 ,19.4 ,39.3 , +  5,"16,115 ", - 26,633319.5
113/07/03,104 台北二,FE1 冬瓜 白皮 ,15.9 ,8.2 ,5.8 ,9.3 , - 16,"4,393 ", - 34,40854.9
113/07/03,104 台北二,FF0 絲瓜 其他 ,28.0 ,20.2 ,15.1 ,20.8 , -  1,"2,495 ", - 40,51896
113/07/03,104 台北二,FF1 絲瓜  ,40.4 ,24.9 ,14.4 ,25.9 , +  1,"10,776 ", - 25,279098.4
113/07/03,104 台北二,FF2 絲瓜 角瓜 ,76.0 ,76.0 ,76.0 ,76.0 , + 69,20 , - 72,1520
